Gene	Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-48-Fraction-01	Grad-48-Fraction-02	Grad-48-Fraction-03	Grad-48-Fraction-04	Grad-48-Fraction-05	Grad-48-Fraction-06	Grad-48-Fraction-07	Grad-48-Fraction-08	Grad-48-Fraction-09	Grad-48-Fraction-10	Grad-48-Fraction-11	Grad-48-Fraction-12	Grad-48-Fraction-13	Grad-48-Fraction-14	Grad-48-Fraction-15	Grad-48-Fraction-16	Grad-48-Fraction-17	Grad-48-Fraction-18	Grad-48-Fraction-19	Grad-48-Fraction-20	Grad-48-Fraction-21P	Cluster_label
carA	sense	NC_000913.3	RefSeq	CDS	29651	30799	.	+	0	ID=cds30;Parent=gene31;Dbxref=ASAP:ABE-0000118,UniProtKB/Swiss-Prot:P0A6F1,Genbank:NP_414573.1,EcoGene:EG10134,GeneID:949025;Name=NP_414573.1;Ontology_term=GO:0006526,GO:0006221;experiment=N-terminus verified by Edman degradation: PMID 3894020%2C9298646%2C9740056;gbkey=CDS;gene=carA;go_process=arginine biosynthetic process|0006526||,pyrimidine nucleotide biosynthetic process|0006221||;product=carbamoyl phosphate synthetase small subunit%2C glutamine amidotransferase;protein_id=NP_414573.1;transl_table=11	0.0	0.01983544602101989	0.021901727441077518	0.048220847039166716	0.0770810900756792	0.12484659506959833	0.034704210150255835	0.006005806826749832	0.16100186587391122	0.18451527085508648	0.16321487763091466	0.0938526661000262	0.06999367048936797	0.03790381236718551	0.04142265257659906	0.03983114139860675	0.03368395056752813	0.06808211385033579	0.032471039183646806	0.013468309098526966	1.0	0
carB	sense	NC_000913.3	RefSeq	CDS	30817	34038	.	+	0	ID=cds31;Parent=gene32;Dbxref=ASAP:ABE-0000121,UniProtKB/Swiss-Prot:P00968,Genbank:NP_414574.1,EcoGene:EG10135,GeneID:944775;Name=NP_414574.1;Ontology_term=GO:0006526,GO:0006221;gbkey=CDS;gene=carB;go_process=arginine biosynthetic process|0006526||,pyrimidine nucleotide biosynthetic process|0006221||;product=carbamoyl-phosphate synthase large subunit;protein_id=NP_414574.1;transl_table=11	0.0011887235268907494	0.010713088685657223	0.041065738952020335	0.06925334415199476	0.048322111939540544	0.06640776333489272	0.017872332596722672	0.004269118005474978	0.05266816357045501	0.044165889300419627	0.0529580188057755	0.044929467813842335	0.039464516339750025	0.028730283310233688	0.02891874016318418	0.02754281054158977	0.023036136406364226	0.0303053082368516	0.016696101707903498	0.007711829052035151	1.0	0
caiF	sense	NC_000913.3	RefSeq	CDS	34300	34695	.	+	0	ID=cds32;Parent=gene33;Dbxref=ASAP:ABE-0000125,UniProtKB/Swiss-Prot:P0AE58,Genbank:NP_414576.4,EcoGene:EG13451,GeneID:944795;Name=NP_414576.4;Note=transcriptional regulator of cai operon;Ontology_term=GO:0005737,GO:0009310,GO:0006350,GO:0016563;gbkey=CDS;gene=caiF;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=amine catabolic process|0009310||,transcription|0006350||;product=cai operon transcriptional activator;protein_id=NP_414576.4;transl_table=11	0.0002883613200715625	0.018604959295150183	0.046099603726784136	0.09644169407833346	0.08631661238889425	0.14981591408351802	0.025188539625185705	0.0036457537042147072	0.07011371578380006	0.08928158267181603	0.045805465657708315	0.05449509644517652	0.04064148609060077	0.03438853944603523	0.04810372557282471	0.042400892456581366	0.05169011769118373	0.07282127627455275	0.029328680552971317	0.020240798493421936	1.0	0
caiE	sense	NC_000913.3	RefSeq	CDS	34781	35371	.	-	0	ID=cds33;Parent=gene34;Dbxref=ASAP:ABE-0000128,UniProtKB/Swiss-Prot:P39206,Genbank:NP_414577.2,EcoGene:EG12608,GeneID:948999;Name=NP_414577.2;Note=possible synthesis of cofactor for carnitine racemase and dehydratase;Ontology_term=GO:0009310,GO:0042413;gbkey=CDS;gene=caiE;go_process=amine catabolic process|0009310||,carnitine catabolic process|0042413||;product=stimulator of CaiD and CaiB enzyme activities;protein_id=NP_414577.2;transl_table=11	0.008779572334321679	0.07356552782521114	0.19359562648809592	0.2841585629093755	0.3097008083397826	0.42804546881005145	0.08366193518365253	0.01754943553271055	0.5433812973244505	0.4571695326989865	0.3847207829871561	0.1810015703357649	0.16498508043922452	0.0761460516305066	0.04992909015929352	0.032007167195309	0.03866780039639711	0.0460706033573701	0.02899199927111322	0.011459380640553407	1.0	4
caiC	sense	NC_000913.3	RefSeq	CDS	36271	37824	.	-	0	ID=cds35;Parent=gene36;Dbxref=ASAP:ABE-0000133,UniProtKB/Swiss-Prot:P31552,Genbank:NP_414579.4,EcoGene:EG11558,GeneID:944886;Name=NP_414579.4;Note=probable crotonobetaine/carnitine-CoA ligase;Ontology_term=GO:0009274,GO:0019866,GO:0009310;gbkey=CDS;gene=caiC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=amine catabolic process|0009310||;product=putative crotonobetaine/carnitine-CoA ligase;protein_id=NP_414579.4;transl_table=11	0.0031365617270941878	0.012045817421672	0.04754980299707619	0.08036807839861121	0.08258688222394203	0.059137860822441324	0.027398060644938826	0.006896620279521339	0.08261937854055973	0.0546262315031506	0.0687220537393325	0.07038949957501968	0.05157428351848167	0.03740507799393306	0.01635104706971016	0.010481879315422828	0.04558730151996289	0.045262347158117985	0.03133170447544868	0.01751297158322392	1.0	0
caiB	sense	NC_000913.3	RefSeq	CDS	37898	39115	.	-	0	ID=cds36;Parent=gene37;Dbxref=ASAP:ABE-0000136,UniProtKB/Swiss-Prot:P31572,Genbank:NP_414580.1,EcoGene:EG11559,GeneID:948997;Name=NP_414580.1;Note=l-carnitine dehydratase;Ontology_term=GO:0005737,GO:0042413,GO:0009310;experiment=N-terminus verified by Edman degradation: PMID 8188598%2C10209289;gbkey=CDS;gene=caiB;go_component=cytoplasm|0005737||;go_process=carnitine catabolic process|0042413||,amine catabolic process|0009310||;product=crotonobetainyl CoA:carnitine CoA transferase;protein_id=NP_414580.1;transl_table=11	0.0020951252161449455	0.0085826449129413	0.03849913026751907	0.06781056614882817	0.030970080833978245	0.10533931458997356	0.019964779987007974	0.0069100902410047784	0.1132044369425938	0.07568009156165653	0.16066464516793158	0.07918818702189713	0.05905715947540423	0.046639456623685266	0.02912530259292121	0.03734169506119382	0.04060119041621694	0.050389722422123535	0.03297839917089128	0.013369277413978971	1.0	0
caiA	sense	NC_000913.3	RefSeq	CDS	39244	40386	.	-	0	ID=cds37;Parent=gene38;Dbxref=ASAP:ABE-0000139,UniProtKB/Swiss-Prot:P60584,Genbank:NP_414581.1,EcoGene:EG11560,GeneID:949064;Name=NP_414581.1;Note=probable carnitine operon oxidoreductase;Ontology_term=GO:0005737,GO:0006097,GO:0009310,GO:0042413;experiment=N-terminus verified by Edman degradation: PMID 10209289;gbkey=CDS;gene=caiA;go_component=cytoplasm|0005737||;go_process=glyoxylate cycle|0006097||,amine catabolic process|0009310||,carnitine catabolic process|0042413||;product=crotonobetaine reductase subunit II%2C FAD-binding;protein_id=NP_414581.1;transl_table=11	0.02105925868753779	0.21971609458062635	0.7884635687887208	0.7999349616996674	0.5447703759918233	1.0	0.1811667461879475	0.02556408141624201	0.4338168302859294	0.5093988791811054	0.4277639131333866	0.2653213759636666	0.11954768093478026	0.11719972325706997	0.12808008259227374	0.046917745659361874	0.04251093231247492	0.056980674254756426	0.039841835648235284	0.005599249099704753	0.746013576501942	1
fixB	sense	NC_000913.3	RefSeq	CDS	43188	44129	.	+	0	ID=cds40;Parent=gene41;Dbxref=ASAP:ABE-0000147,UniProtKB/Swiss-Prot:P31574,Genbank:NP_414584.1,EcoGene:EG11563,GeneID:948939;Name=NP_414584.1;Note=probable flavoprotein subunit%2C carnitine metabolism;Ontology_term=GO:0016052;gbkey=CDS;gene=fixB;go_process=carbohydrate catabolic process|0016052||;product=putative electron transfer flavoprotein%2C NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein;protein_id=NP_414584.1;transl_table=11	0.0014898668203697394	0.05035151682258896	0.16426295580808134	0.20895700383638915	0.082586882223942	0.17478523309743768	0.014197176879650119	0.004913841949158953	0.07245083964326006	0.09225763542754324	0.06528595105236586	0.18301269889505115	0.06999367048936796	0.014213929637694566	0.0621339788648986	0.0	0.04330793644396475	0.021499614900106042	0.021647359455764542	0.007130281287455453	1.0	0
fixC	sense	NC_000913.3	RefSeq	CDS	44180	45466	.	+	0	ID=cds41;Parent=gene42;Dbxref=ASAP:ABE-0000149,UniProtKB/Swiss-Prot:P68644,Genbank:NP_414585.1,EcoGene:EG11564,GeneID:948958;Name=NP_414585.1;Note=flavoprotein%3B electron transport;Ontology_term=GO:0042413;gbkey=CDS;gene=fixC;go_process=carnitine catabolic process|0042413||;product=putative oxidoreductase;protein_id=NP_414585.1;transl_table=11	0.0004858261370770888	0.014926338979028344	0.037494805130105516	0.07862094625951092	0.07540541420446878	0.08956386168036401	0.03086342799923938	0.0058752458087770075	0.07875091265571743	0.112815043321724	0.1383778310349059	0.09181239075002562	0.08216648274838848	0.06952465583654947	0.050652700161602095	0.06494207836729361	0.061195997149080625	0.07361281188623263	0.03176514702748056	0.01705067264391521	1.0	0
fixX	sense	NC_000913.3	RefSeq	CDS	45463	45750	.	+	0	ID=cds42;Parent=gene43;Dbxref=ASAP:ABE-0000151,UniProtKB/Swiss-Prot:P68646,Genbank:NP_414586.1,EcoGene:EG11565,GeneID:948590;Name=NP_414586.1;Note=putative ferredoxin;Ontology_term=GO:0042413;gbkey=CDS;gene=fixX;go_process=carnitine catabolic process|0042413||;product=putative 4Fe-4S ferredoxin-type protein;protein_id=NP_414586.1;transl_table=11	0.0024831113672828986	0.003814508850196133	0.054754318602693794	0.08036807839861122	0.013764480370657	0.06242329753479917	0.019718301221736283	0.008189736581931588	0.08050093293695561	0.13454238499850052	0.1360123980257622	0.09385266610002622	0.02333122349645599	0.0355348240942364	0.051778315720748834	0.04978892674825844	0.06014991172772882	0.1074980745005302	0.03156906587298995	0.019806336909598484	1.0	0
yaaU	sense	NC_000913.3	RefSeq	CDS	45807	47138	.	+	0	ID=cds43;Parent=gene44;Dbxref=ASAP:ABE-0000156,UniProtKB/Swiss-Prot:P31679,Genbank:NP_414587.1,EcoGene:EG11566,GeneID:944766;Name=NP_414587.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yaaU;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS sugar transporter%3B membrane protein;protein_id=NP_414587.1;transl_table=11	0.0030474548598471932	0.01092336625283438	0.05039886144111586	0.049316775380965946	0.0732020092439486	0.1617330890674342	0.027426364426596826	0.00614230243644869	0.1317287993513819	0.1022172665248348	0.11128287111198724	0.06718997686706421	0.04295066143665762	0.024228289155161186	0.021182038249397246	0.07468339012238764	0.05905627696904282	0.054970606278680216	0.03505396275507325	0.01701544398142778	1.0	0
kefF	sense	NC_000913.3	RefSeq	CDS	47246	47776	.	+	0	ID=cds44;Parent=gene45;Dbxref=ASAP:ABE-0000159,UniProtKB/Swiss-Prot:P0A754,Genbank:NP_414588.1,EcoGene:EG11568,GeneID:944767;Name=NP_414588.1;Note=putative NAD(P)H oxidoreductase;gbkey=CDS;gene=kefF;product=potassium-efflux system ancillary protein for KefC%2C glutathione-regulated%3B quinone oxidoreductase%2C FMN-dependent;protein_id=NP_414588.1;transl_table=11	0.0038866090966167104	0.02686741016225102	0.07498961026021105	0.09958653192871383	0.09694981826288844	0.1465590463860502	0.03857928499904923	0.005341132553433644	0.11812636898357612	0.2406720924196779	0.1703111766583457	0.13771858612503846	0.11412011492831728	0.06952465583654947	0.08610959027472356	0.05195366269383487	0.05178122835691435	0.08412892786998014	0.03529460780831173	0.020150794942808883	1.0	3
kefC	sense	NC_000913.3	RefSeq	CDS	47769	49631	.	+	0	ID=cds45;Parent=gene46;Dbxref=ASAP:ABE-0000161,UniProtKB/Swiss-Prot:P03819,Genbank:NP_414589.1,EcoGene:EG10521,GeneID:944773;Name=NP_414589.1;Note=K+ efflux antiporter%2C glutathione-regulated;Ontology_term=GO:0009274,GO:0019866,GO:0015386;gbkey=CDS;gene=kefC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_function=potassium:hydrogen antiporter activity|0015386||;product=potassium:proton antiporter;protein_id=NP_414589.1;transl_table=11	0.0015174569466728832	0.023734721734553724	0.06844289825336725	0.09227446038359066	0.06729301514543425	0.11328672515574666	0.025852883824054238	0.004549853656628662	0.11627912535338035	0.14949153888722286	0.12392240709013895	0.058657916312516385	0.042773909743502654	0.03290261490207075	0.04890174262515167	0.06822926998835416	0.04811992938218306	0.06071650504196615	0.03207016215668821	0.013204224606398987	1.0	0
folA	sense	NC_000913.3	RefSeq	CDS	49823	50302	.	+	0	ID=cds46;Parent=gene47;Dbxref=ASAP:ABE-0000164,UniProtKB/Swiss-Prot:P0ABQ4,Genbank:NP_414590.1,EcoGene:EG10326,GeneID:944790;Name=NP_414590.1;Note=dihydrofolate reductase type I%3B trimethoprim resistance;Ontology_term=GO:0046656;experiment=N-terminus verified by Edman degradation: PMID 350268%2C4610415;gbkey=CDS;gene=folA;go_process=folic acid biosynthetic process|0046656||;product=dihydrofolate reductase;protein_id=NP_414590.1;transl_table=11	0.004858261370770888	0.047764284732890704	0.15533562125329434	0.1991730638574277	0.2154440405841965	0.2361229080664141	0.05709734179859285	0.012818718128240744	0.19687728163929352	0.225630086643448	0.21821119509350545	0.1560810642750436	0.1369441379139808	0.07415963289231944	0.1165012103716848	0.08442470187748168	0.10826984110991182	0.20681694768036785	0.09000124991119493	0.051152017931745626	1.0	3
apaH	sense	NC_000913.3	RefSeq	CDS	50380	51222	.	-	0	ID=cds47;Parent=gene48;Dbxref=ASAP:ABE-0000167,UniProtKB/Swiss-Prot:P05637,Genbank:NP_414591.1,EcoGene:EG10048,GeneID:944770;Name=NP_414591.1;Ontology_term=GO:0005737,GO:0015949;gbkey=CDS;gene=apaH;go_component=cytoplasm|0005737||;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=diadenosine tetraphosphatase;protein_id=NP_414591.1;transl_table=11	0.0009859412781858569	0.011308896826463834	0.05507640282976847	0.06807648993764714	0.06704111615825882	0.11897146118397015	0.0227572394100274	0.0044080052779220035	0.1363780510931954	0.16687778172923262	0.13753253659193254	0.09937341116473368	0.08275722216684096	0.06521685363177508	0.07606843736033543	0.08786281190869137	0.09935350125380148	0.12046107760206475	0.06971723118841812	0.029045410538605307	1.0	3
apaG	sense	NC_000913.3	RefSeq	CDS	51229	51606	.	-	0	ID=cds48;Parent=gene49;Dbxref=ASAP:ABE-0000169,UniProtKB/Swiss-Prot:P62672,Genbank:NP_414592.1,EcoGene:EG10047,GeneID:944772;Name=NP_414592.1;gbkey=CDS;gene=apaG;product=protein associated with Co2+ and Mg2+ efflux;protein_id=NP_414592.1;transl_table=11	0.0005665690725349713	0.009863997533746623	0.04095006081412734	0.07606668828713624	0.07746882191710618	0.1455957474896161	0.026194791144143182	0.004913841949158954	0.13877907311948404	0.17249579018318814	0.13723842527557192	0.10052810220995766	0.06329005134390736	0.06366238908150522	0.07285427803525081	0.08667480769133441	0.07258654136382825	0.0754000578891043	0.043904503684930894	0.02269638832344975	1.0	3
rsmA	sense	NC_000913.3	RefSeq	CDS	51609	52430	.	-	0	ID=cds49;Parent=gene50;Dbxref=ASAP:ABE-0000175,UniProtKB/Swiss-Prot:P06992,Genbank:NP_414593.1,EcoGene:EG10523,GeneID:944939;Name=NP_414593.1;Ontology_term=GO:0005737,GO:0009451,GO:0042493;gbkey=CDS;gene=rsmA;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||,response to drug|0042493||;product=16S rRNA m(6)A1518%2C m(6)A1519 dimethyltransferase%2C SAM-dependent;protein_id=NP_414593.1;transl_table=11	0.0012573286233610323	0.01931484517612924	0.08541077466245972	0.13258545057048562	0.11601133728009275	0.18149205562749227	0.0392934568810643	0.008249190205030909	0.1880303097819635	0.19652885586765675	0.17861809657248914	0.13336957814214248	0.08841305746025427	0.09364167801239792	0.10191212958103826	0.10301157258260364	0.09078160906130542	0.11588721643069863	0.05657386137259698	0.03002223699981244	1.0	3
pdxA	sense	NC_000913.3	RefSeq	CDS	52427	53416	.	-	0	ID=cds50;Parent=gene51;Dbxref=ASAP:ABE-0000178,UniProtKB/Swiss-Prot:P19624,Genbank:NP_414594.1,EcoGene:EG10691,GeneID:944919;Name=NP_414594.1;Note=pyridoxine biosynthesis;Ontology_term=GO:0005737,GO:0008615;gbkey=CDS;gene=pdxA;go_component=cytoplasm|0005737||;go_process=pyridoxine biosynthetic process|0008615||;product=4-hydroxy-L-threonine phosphate dehydrogenase%2C NAD-dependent;protein_id=NP_414594.1;transl_table=11	0.003751271815573807	0.032859269095260976	0.1253971671570621	0.19977208059083354	0.1654687175986838	0.2387691130706068	0.04677462739813298	0.008160487522710405	0.17207074415274265	0.17051187976340576	0.1530139477789825	0.10822385559659273	0.075368184473373	0.06358195311147301	0.06698819596371879	0.08055137077486095	0.09086933093153317	0.1425309291368637	0.06624671833449369	0.03004904256856226	1.0	3
surA	sense	NC_000913.3	RefSeq	CDS	53416	54702	.	-	0	ID=cds51;Parent=gene52;Dbxref=ASAP:ABE-0000180,UniProtKB/Swiss-Prot:P0ABZ6,Genbank:NP_414595.1,EcoGene:EG10985,GeneID:944812;Name=NP_414595.1;Note=survival protein;Ontology_term=GO:0009279,GO:0006457;gbkey=CDS;gene=surA;go_component=cell outer membrane|0009279||;go_process=protein folding|0006457||;product=peptidyl-prolyl cis-trans isomerase (PPIase);protein_id=NP_414595.1;transl_table=11	0.0012914992833800009	0.017622382529461345	0.07664053490535695	0.10190581272299823	0.08183821926893745	0.11437787208359235	0.022160465894298063	0.003688861519906863	0.08538115946627815	0.08624651470563531	0.07878701175158034	0.053240782964674924	0.03973578347328425	0.03334032220966317	0.04435626819817122	0.0502684801503663	0.057171383520927974	0.08039516053297445	0.041117718173059835	0.020683875462760296	1.0	0
lptD	sense	NC_000913.3	RefSeq	CDS	54755	57109	.	-	0	ID=cds52;Parent=gene53;Dbxref=ASAP:ABE-0000183,UniProtKB/Swiss-Prot:P31554,Genbank:NP_414596.1,EcoGene:EG11569,GeneID:945011;Name=NP_414596.1;Note=organic solvent tolerance;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=lptD;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=LPS assembly OM complex LptDE%2C beta-barrel component;protein_id=NP_414596.1;transl_table=11	0.000657714719165144	0.008961533268023162	0.037203510144632634	0.06802749054469777	0.0656256607307332	0.09728928521738374	0.020619060471404844	0.0036625885289636477	0.11518895490307178	0.17110161272910487	0.1497441679608008	0.11267724116231552	0.07469574048385526	0.05510966961255858	0.056946209036447364	0.06517475631921738	0.06608408728013812	0.08366692746634355	0.04554878657079054	0.02139540578257586	1.0	0
djlA	sense	NC_000913.3	RefSeq	CDS	57364	58179	.	+	0	ID=cds53;Parent=gene54;Dbxref=ASAP:ABE-0000187,UniProtKB/Swiss-Prot:P31680,Genbank:NP_414597.1,EcoGene:EG11570,GeneID:948992;Name=NP_414597.1;Ontology_term=GO:0006457;gbkey=CDS;gene=djlA;go_process=protein folding|0006457||;product=membrane-anchored DnaK co-chaperone%2C DNA-binding protein;protein_id=NP_414597.1;transl_table=11	0.0006691018654355116	0.014801207993575415	0.048688720434131895	0.09239922785948117	0.0652782542129362	0.0986811410130957	0.022528454329983717	0.003530904394605236	0.11279771441465634	0.18852046760268934	0.1172801515910764	0.09483615212203247	0.0578390810031903	0.07021851467723363	0.0460423945181509	0.06260883004272018	0.08428191224124873	0.06179530031168205	0.04763715329337406	0.02412340675097204	1.0	0
yabP	sense	NC_000913.3	RefSeq	CDS	58474	59052	.	+	0	ID=cds54;Parent=gene55;Dbxref=ASAP:ABE-0000192,ASAP:ABE-0000194,UniProtKB/Swiss-Prot:P39220,EcoGene:EG12610,GeneID:944776;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11	0.001812000186936169	0.00927853504101762	0.0799117082309585	0.09774496021452712	0.0937472717136639	0.22269933174577006	0.05180051023656125	0.0073043596541552	0.2741383121636867	0.7199835737757596	0.5955137427073914	0.3138991197264391	0.18728036157966024	0.12677288595781638	0.1322446171786693	0.04036940006615549	0.046819390750232164	0.0566543906151443	0.04607377181463398	0.015416824405309091	1.0	4
yabP	sense	NC_000913.3	RefSeq	CDS	59052	59279	.	+	0	ID=cds54;Parent=gene55;Dbxref=ASAP:ABE-0000192,ASAP:ABE-0000194,UniProtKB/Swiss-Prot:P39220,EcoGene:EG12610,GeneID:944776;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11	0.0015412415383135234	0.009470504731521437	0.008496359783176621	0.049883634868103516	0.025630411724671655	0.2583033001439965	0.036716836757715816	0.0050832847749920215	0.3622541982163002	0.8470205321580477	0.8864256285127265	0.691758875133814	0.3185918794688473	0.22791300970786116	0.17676045711565974	0.13391504435738474	0.052268199156509175	0.0722831880262186	0.06998068789579051	0.022128459167965204	1.0	5
